"BSTNUM";"MUTKOD";"VERVALLEN";"BACKUPID";"TSNR";"TSITNR";"THITMK";"THAKD1";"THAKD2";"THAKD3";"THAKD4";"THAKD5";"THAKD6";"THNM15";"THNM50";"THNM4";"THNM25";"NIETVOORSC";"SourceCode"
"0902";"1";0;"";"0001";"000236";M2;"";"";"";"";"";"";VIERKANTE METER;VIERKANTE METER;M-2;m2;0;
"0902";"1";0;"";"0001";"000237";N;"";"";"";"";"";"";NORMAAL;NORMAAL;N;N;0;
"0902";"1";0;"";"0001";"000238";NE;"";"";"";"";"";"";NOON EENHEID;NOON EENHEID                     (POLLENALLERGEEN);NOOE;Noon-E;0;
"0902";"1";0;"";"0001";"000242";PE;"";"";"";"";"";"";PLOUGH EENHEID;PLOUGH EENHEID;PLOE;Plough-E;0;
"0902";"1";0;"";"0001";"000244";PU;"";"";"";"";"";"";POCK FORM. UNIT;POCK/PLAQUE FORMING UNIT;PFU;pfu;0;
"0902";"1";0;"";"0001";"000245";ST;"";"";"";"";"";"";STUK;STUK;STUK;stuk;0;
"0902";"1";0;"";"0001";"000246";CC;"";"";"";"";"";"";CCID50;CELL CULTURE INFECTIVE DOSE 50% (CCID50);CCID;CCID50;0;
"0902";"1";0;"";"0001";"000247";TE;"";"";"";"";"";"";TUBERCULIN EENH;TUBERCULINE EENHEID;TB-E;TB-E;0;
"0902";"1";0;"";"0001";"000252";UG;"";"";"";"";"";"";MICROGRAM;MICROGRAM;UG;ug;0;
"0902";"1";0;"";"0001";"000253";UK;"";"";"";"";"";"";MICROKATAL;MICROKATAL;UKAT;uKat;0;
"0902";"1";0;"";"0001";"000254";UL;"";"";"";"";"";"";MICROLITER;MICROLITER;UL;ul;0;
"0902";"1";0;"";"0001";"000255";UU;"";"";"";"";"";"";USP EENHEID;USP EENHEID,INCL ANSON,ARMOUR,USNF,WALLACE,WAMPOLE;USPE;USP-E;0;
"0902";"1";0;"";"0001";"000257";WE;"";"";"";"";"";"";WILSTATTER EENH;WILLSTATTER EENHEID;WILE;Wilst-E;0;
"0902";"1";0;"";"0001";"000290";AH;"";"";"";"";"";"";ANTIHEMOF.FAC.E;ANTIHEMOFILIE FACTOR EENHEID;AHFE;AHF-E;0;
"0902";"1";0;"";"0001";"000292";BE;"";"";"";"";"";"";BRITISH PH.EENH;BRITISH PHARMACOPOEIA EENHEID;BP-E;BP-E;0;
"0902";"1";0;"";"0001";"000303";DR;"";"";"";"";"";"";DRUPPEL;DRUPPEL;DRUP;gt;0;
"0902";"1";0;"";"0001";"000304";LE;"";"";"";"";"";"";LEVY EENHEID;LEVY EENHEID;LEVE;Levy-E;0;
"0902";"1";0;"";"0001";"000305";KE;"";"";"";"";"";"";KALLID.INACT.EH;KALLIDINOGENASE INACTIVERENDE EENHEID;KIE;KIE;0;
"0902";"1";0;"";"0001";"000306";LF;"";"";"";"";"";"";LIMES FLOC.EQUI;LIMES FLOCCULATIE EQUIVALENT;LFEQ;Lf;0;
"0902";"1";0;"";"0001";"000308";MK;"";"";"";"";"";"";MILJ.KIEMEN;MILJOEN KIEMEN;MK;milj.kiem;0;
"0902";"0";0;"";"0040";"001381";"";"";X;"";F;"";"";"1381";NUDT15 POOR METABOLIZER;"";NUDT15 POOR METABOLIZER;0;
"0902";"0";0;"";"0040";"001382";"";"";X;"";F;"";"";"1382";NUDT15 INTERMEDIATE METABOLIZER;"";NUDT15 INTERMED METABOL.;0;
"0902";"1";0;"";"0001";"000310";MQ;"";"";"";"";"";"";MEGABECQUEREL;MEGABECQUEREL;MBEQ;MBq;0;
"0902";"1";0;"";"0001";"000316";NI;"";"";"";"";"";"";NIH-EENHEID;NATIONAL INSTITUTE OF HEALTH EENHEID;NIHE;NIH-E;0;
"0902";"1";0;"";"0001";"000331";HE;"";"";"";"";"";"";HDB-EENHEID;HEPARINOID BAYER EENHEID;HDBE;HDB-E;0;
"0902";"1";0;"";"0001";"000332";UM;"";"";"";"";"";"";MICROMOL;MICROMOL;UMOL;umol;0;
"0902";"1";0;"";"0001";"000335";CR;"";"";"";"";"";"";CRICK-H-R EENH.;CRICK-HARPER-RAPER EENHEID;CHRE;CHR-E;0;
"0902";"1";0;"";"0001";"000336";CU;"";"";"";"";"";"";CLINISCHE EENH.;CLINISCHE EENHEID;CL-E;CL-E;0;
"0902";"1";0;"";"0001";"000337";XX;"";"";"";"";"";"";ONBEP. EENHEID;ONBEPAALDE EENHEID;XX;onbepaald;0;
"0902";"1";0;"";"0001";"000338";CB;"";"";"";"";"";"";CHYMOT.BOURN-EH;CHYMOTRYPSINE BOURNONVILLE EENHEID;CHBE;CHB-E;0;
"0902";"1";0;"";"0001";"000339";QQ;"";"";"";"";"";"";MG/ML;MG/ML NB. ALLEEN TOEGESTAAN BIJ GEIMPR.DEPPER/GAAS;MGML;mg/ml-g;0;
"0902";"1";0;"";"0001";"000340";NK;"";"";"";"";"";"";NANOKATAL;NANOKATAL;NKAT;nKat;0;
"0902";"1";0;"";"0001";"000341";DE;"";"";"";"";"";"";D-ANTIGEEN EENH;D-ANTIGEEN EENHEID;D-AE;DE;0;
"0902";"1";0;"";"0001";"000342";OE;"";"";"";"";"";"";INT.OPACIT.EENH;INTERNATIONALE OPACITY EENHEID;IOE;IOE;0;
"0902";"1";0;"";"0001";"000343";VM;"";"";"";"";"";"";VIERKANTE MM;VIERKANTE MILLIMETER;MM2;mm2;0;
"0902";"1";0;"";"0001";"000344";ID;"";"";"";"";"";"";IVY DOG EENHEID;IVY DOG EENHEID;ID-E;Ivy dog-E;0;
"0902";"1";0;"";"0001";"000345";ME;"";"";"";"";"";"";MILJ. IE;MILJOEN IE;ME;milj. IE;0;
"0902";"1";0;"";"0001";"000346";AX;"";"";"";"";"";"";ANTI-XA-E;ANTIFACTOR-XA-ACTIVITEIT EENHEID;AXAE;AXa-E;0;
"0902";"1";0;"";"0001";"000347";KQ;"";"";"";"";"";"";KILOBECQUEREL;KILOBECQUEREL;KBEQ;kBq;0;
"0902";"1";0;"";"0001";"000348";GQ;"";"";"";"";"";"";GIGABECQUEREL;GIGABECQUEREL;GBQ;GBq;0;
"0902";"1";0;"";"0001";"000349";CE;"";"";"";"";"";"";CELLEN;CELLEN;CEL;cellen;0;
"0902";"1";0;"";"0001";"000350";IR;"";"";"";"";"";"";REACT. INDEX;REACTIVITEITSINDEX (STALLERGENES);RE.I;IR;0;
"0902";"1";0;"";"0001";"000351";GK;"";"";"";"";"";"";GEN.KOPIE;GENOOMKOPIEEN;GENK;gen.k;0;
"0902";"1";0;"";"0001";"000352";TG;"";"";"";"";"";"";TERGENKOP;TERAGENOOMKOPIEEN;TGK;teragenoomkopieen;0;
"0902";"1";0;"";"0001";"000353";MU;"";"";"";"";"";"";MILJ. PFU;MILJOEN PLAQUE FORMING UNITS;MPFU;milj. pfu;0;
"0902";"0";0;"";"0002";"000205";CM;G;"";"";"";"";"";CENTIMETER;CENTIMETER;CM;cm;0;
"0902";"0";0;"";"0002";"000208";DO;G;"";"";"";"";"";DOSIS;DOSIS;DO;dosis;0;
"0902";"0";0;"";"0002";"000211";E;G;"";"";"";"";"";EENHEID;EENHEID;E;E;0;
"0902";"0";0;"";"0002";"000215";G;G;"";"";"";"";"";GRAM;GRAM;GRAM;g;0;
"0902";"0";0;"";"0002";"000217";IE;G;"";"";"";"";"";INTERNAT.EENH.;INTERNATIONALE EENHEID;IE;IE;0;
"0902";"0";0;"";"0002";"000219";KG;G;"";"";"";"";"";KILOGRAM;KILOGRAM;KG;kg;0;
"0902";"0";0;"";"0002";"000222";L;G;"";"";"";"";"";LITER;LITER;L;l;0;
"0902";"0";0;"";"0002";"000225";M;G;"";"";"";"";"";METER;METER;M;m;0;
"0902";"0";0;"";"0002";"000229";MG;G;"";"";"";"";"";MILLIGRAM;MILLIGRAM;MG;mg;0;
"0902";"0";0;"";"0002";"000231";MI;G;"";"";"";"";"";MILLIMOL;MILLIMOL;MMOL;mmol;0;
"0902";"0";0;"";"0002";"000233";ML;G;"";"";"";"";"";MILLILITER;MILLILITER;ML;ml;0;
"0902";"0";0;"";"0002";"000234";MM;G;"";"";"";"";"";MILLIMETER;MILLIMETER;MM;mm;0;
"0902";"0";0;"";"0002";"000245";ST;G;"";"";"";"";"";STUK;STUK;STUK;stuk;0;
"0902";"0";0;"";"0002";"000252";UG;G;"";"";"";"";"";MICROGRAM;MICROGRAM;UG;ug;0;
"0902";"0";0;"";"0002";"000254";UL;G;"";"";"";"";"";MICROLITER;MICROLITER;UL;ul;0;
"0902";"0";0;"";"0002";"000303";DR;G;"";"";"";"";"";DRUPPEL;DRUPPEL;DRUP;gt;0;
"0902";"0";0;"";"0002";"000345";ME;G;"";"";"";"";"";MILJ. IE;MILJOEN IE;ME;milj. IE;0;
"0902";"0";0;"";"0002";"000490";VP;G;"";"";"";"";"";VERPAKKING;VERPAKKING;VERP;verp.;0;
"0902";"0";0;"";"0002";"000500";CH;G;"";"";"";"";"";CHARRIERE;CHARRIERE;CH;CHARRIERE;0;
"0902";"0";0;"";"0002";"000501";MQ;G;"";"";"";"";"";MEGABECQUEREL;MEGABECQUEREL;MBEQ;MBq;0;
"0902";"0";0;"";"0002";"000502";C2;G;"";"";"";"";"";VIERKANTE CM;VIERKANTE CENTIMETER;CM-2;cm2;0;
"0902";"0";0;"";"0004";"000000";"";"";"";"";"";"";"";NIET INGEVULD;NIET INGEVULD;"";NIETINGEVULD;0;
"0902";"0";0;"";"0004";"000001";"";"";"";"";"";"";"";AMPUL;AMPUL;"";AMPUL;0;
"0902";"0";0;"";"0004";"000002";"";"";"";"";"";"";"";EAG;EAG =VERPAKKING GESCHIKT VOOR EENHEIDSAFLEVERSYST.;"";EAG;0;
"0902";"0";0;"";"0004";"000003";"";"";"";"";"";"";"";BLIK;BLIK;"";BLIK;0;
"0902";"0";0;"";"0040";"001383";"";"";"";"";F;"";"";"1383";NUDT15 EXTENSIVE/NORMAL METABOLIZER;"";NUDT15 EM/NM;0;
"0902";"0";0;"";"0004";"000004";"";"";"";"";"";"";"";BUISJE;BUISJE   (CAPILLAIR);"";BUISJE;0;
"0902";"0";0;"";"0004";"000005";"";"";"";"";"";"";"";ZAKJE + SYSTEEM;ZAKJE INCLUSIEF TOEDIENINGSSYSTEEM;"";ZAKJE +SYST;0;
"0902";"0";0;"";"0004";"000006";"";"";"";"";"";"";"";ONBEKEND;ONBEKEND;"";ONBEKEND;0;
"0902";"0";0;"";"0004";"000007";"";"";"";"";"";"";"";NVT;NIET VAN TOEPASSING;"";NVT;0;
"0902";"0";0;"";"0004";"000008";"";"";"";"";"";"";"";VERST + DOSEERP;VERSTUIVER MET DOSEERPOMP;V+DP;VERST+DOSEER;0;
"0902";"0";0;"";"0004";"000009";"";"";"";"";"";"";"";CILINDER;CILINDER (GAS);"";CILINDER;0;
"0902";"0";0;"";"0004";"000010";"";"";"";"";"";"";"";COMBINATIE VERP;COMBINATIE VERPAKKING (MEERDERE H.PRODUKTEN /VERP);"";COMBI VERP;0;
"0902";"0";0;"";"0004";"000011";"";"";"";"";"";"";"";DOOS;DOOS;"";DOOS;0;
"0902";"0";0;"";"0004";"000012";"";"";"";"";"";"";"";ZAK;ZAK;ZAK;ZAK;0;
"0902";"0";0;"";"0004";"000013";"";"";"";"";"";"";V;ENVELOPPE;ENVELOPPE;"";ENVELOPPE;0;
"0902";"0";0;"";"0004";"000015";"";"";"";"";"";"";"";FLES;FLES;"";FLES;0;
"0902";"0";0;"";"0004";"000023";"";"";"";"";"";"";"";PATROON;PATROON;"";PATROON;0;
"0902";"0";0;"";"0004";"000027";"";"";"";"";"";"";"";POT;POT;"";POT;0;
"0902";"0";0;"";"0004";"000029";"";"";"";"";"";"";V;ROL;ROL;"";ROL;0;
"0902";"0";0;"";"0004";"000035";"";"";"";"";"";"";"";WEGWERPSPUIT;WEGWERPSPUIT;"";WEGWERPSPUIT;0;
"0902";"0";0;"";"0004";"000037";"";"";"";"";"";"";"";STRIP;STRIP;"";STRIP;0;
"0902";"0";0;"";"0004";"000038";"";"";"";"";"";"";"";VAT;VAT >=30L;"";VAT;0;
"0902";"0";0;"";"0004";"000039";"";"";"";"";"";"";"";VERSTUIVER,HAND;VERSTUIVER (HANDVERSTUIVER ZONDER DRIJFGAS);"";VERSTUIVER;0;
"0902";"0";0;"";"0004";"000040";"";"";"";"";"";"";"";ONVERPAKT;ONVERPAKT;"";ONVERPAKT;0;
"0902";"0";0;"";"0004";"000041";"";"";"";"";"";"";"";INJECTIEFLACON;INJECTIEFLACON;"";INJECTIEFLAC;0;
"0902";"0";0;"";"0004";"000042";"";"";"";"";"";"";"";ZAK >10KG;ZAK >10KG;"";ZAK >10KG;0;
"0902";"0";0;"";"0004";"000043";"";"";"";"";"";"";"";DRUPPELVERPAKK.;DRUPPELVERPAKKING;"";DRUPPELVERP.;0;
"0902";"0";0;"";"0004";"000044";"";"";"";"";"";"";"";KLYSMAFLACON;KLYSMAFLACON;"";KLYSMAFLACON;0;
"0902";"0";0;"";"0004";"000045";"";"";"";"";"";"";"";TUBE;TUBE;"";TUBE;0;
"0902";"0";0;"";"0004";"000046";"";"";"";"";"";"";"";EAV;EAV (EENHEIDS AFLEVERING VERPAKKING);"";EAV;0;
"0902";"0";0;"";"0004";"000047";"";"";"";"";"";"";"";ZAKJE;ZAKJE (SACHET);"";ZAKJE;0;
"0902";"0";0;"";"0004";"000049";"";"";"";"";"";"";"";VERPAKKING;VERPAKKING;"";VERPAKKING;0;
"0902";"0";0;"";"0004";"000050";"";"";"";"";"";"";"";JERRYCAN;JERRYCAN >=5L EN <30L;"";JERRYCAN;0;
"0902";"0";0;"";"0004";"000052";"";"";"";"";"";"";"";AMPUL-SET;AMPUL-SET (AMP INJPOEDER + AMP SOLVENS);"";AMPUL-SET;0;
"0902";"0";0;"";"0004";"000053";"";"";"";"";"";"";"";INFUSIE-SET;INFUSIE-SET;"";INFUSIE-SET;0;
"0902";"0";0;"";"0004";"000055";"";"";"";"";"";"";"";AMPUL+SPUIT;AMPUL INJECTIEVLOEISTOF MET WEGWERPSPUIT;"";AMPUL+SPUIT;0;
"0902";"0";0;"";"0004";"000059";"";"";"";"";"";"";"";DRUKVERPAKKING;VERPAKKING ONDER DRUK (SPUITBUS);"";DRUKVERPAKK.;0;
"0902";"0";0;"";"0004";"000062";"";"";"";"";"";"";"";INFUSIEFLACON;INFUSIEFLACON;"";INFUSIEFLAC.;0;
"0902";"0";0;"";"0004";"000063";"";"";"";"";"";"";"";CUPJE;CUPJE  (EAV DRINKBEKER);"";CUPJE;0;
"0902";"0";0;"";"0004";"000064";"";"";"";"";"";"";"";STROOIBUS;STROOIBUS;"";STROOIBUS;0;
"0902";"0";0;"";"0004";"000069";"";"";"";"";"";"";"";DOSEERDRUKVERP.;DOSEERVERPAKKING ONDER DRUK;"";DOS.DRUKVERP;0;
"0902";"0";0;"";"0004";"000070";"";"";"";"";"";"";"";INFUSIEZAK;INFUSIEZAK;"";INFUSIEZAK;0;
"0902";"0";0;"";"0004";"000071";"";"";"";"";"";"";"";INFUSIEZAK+1P;INFUSIEZAK MET 1 AANPRIKPUNT;"";INFUSIEZAK1P;0;
"0902";"0";0;"";"0004";"000072";"";"";"";"";"";"";"";INFUSIEZAK+2P;INFUSIEZAK MET 2 AANPRIKPUNTEN;"";INFUSIEZAK2P;0;
"0902";"0";0;"";"0004";"000073";"";"";"";"";"";"";"";INFUSIEFLES;INFUSIEFLES;"";INFUSIEFLES;0;
"0902";"0";0;"";"0004";"000074";"";"";"";"";"";"";"";INJ.FLACON-SET;INJECTIEFLACON-SET;"";INJ.FLAC-SET;0;
"0902";"0";0;"";"0004";"000075";"";"";"";"";"";"";"";SEALVERPAKKING;SEALVERPAKKING;"";SEALVERPAKK.;0;
"0902";"0";0;"";"0004";"000076";"";"";"";"";"";"";M;BEREIDING;BEREIDING;"";BEREIDING;0;
"0902";"0";0;"";"0004";"000077";"";"";"";"";"";"";"";FLACON;FLACON;"";FLACON;0;
"0902";"0";0;"";"0004";"000078";"";"";"";"";"";"";"";MINIM;MINIM;"";MINIM;0;
"0902";"0";0;"";"0004";"000080";"";"";"";"";"";"";"";APPLICATOR;APPLICATOR;APPL;APPLICATOR;0;
"0902";"0";0;"";"0004";"000099";"";"";"";"";"";"";"";OVERIGE;OVERIGE DEELVERPAKKING OMSCHRIJVING;"";OVERIGE;0;
"0902";"0";0;"";"0004";"000100";GE;"";"";"";"";"";"";GENERATOR;GENERATOR;GENE;GENERATOR;0;
"0902";"0";0;"";"0004";"000101";"";"";"";"";"";"";"";FLACON + KROES;FLACON MET KROES;"";FLAC + KROES;0;
"0902";"0";0;"";"0006";"000000";"";"";"";"";"";"";"";NIET INGEVULD;NIET INGEVULD;"";NIET INGEVULD;0;
"0902";"0";0;"";"0006";"000001";"";C;"";"";"";"";"";EMULSIE CUTAAN;EMULSIE VOOR CUTAAN GEBRUIK;"";EMULSIE V CUTAAN GEBRUIK;0;
"0902";"0";0;"";"0006";"000002";"";C;"";"";S;"";"";HEMOFILTR. OPL;OPLOSSING VOOR HEMOFILTRATIE;"";HEMOFILTRATIEOPLOSSING;0;
"0902";"1";1;"";"0006";"000003";"";"2";"";"";S;"";"";PAD;* PAD;"";PAD;0;
"0902";"0";0;"";"0006";"000004";"";C;"";"";"";"";"";SMELTTABLET;SMELTTABLET;"";SMELTTABLET;0;
"0902";"1";1;"";"0006";"000005";"";"5";"";"";"";"";"";RING VAGINAAL;* RING VOOR VAGINAAL GEBRUIK;"";RING V VAGINAAL GEBRUIK;0;
"0902";"0";0;"";"0006";"000006";"";"";"";"";S;"";"";IMPLANT.SPONS;IMPLANTATIESPONS;"";IMPLANTATIESPONS;0;
"0902";"1";1;"";"0006";"000007";"";"5";"";"";"";"";"";OPL INTRACUTAAN;** OPLOSSING VOOR INTRACUTAAN GEBRUIK;"";OPL VOOR INTRACUTAAN GEBR;0;
"0902";"1";1;"";"0006";"000008";"";"5";"";"";"";"";"";KLONTJE;** KLONTJE;"";KLONTJE;0;
"0902";"0";0;"";"0006";"000009";"";C;"";"";"";"";"";DISPERTABLET;DISPERGEERBARE TABLET;"";DISPERGEERBARE TABLET;0;
"0902";"0";0;"";"0006";"000010";"";C;"";"";"";J;"";ZALF;ZALF;"";ZALF;0;
"0902";"0";0;"";"0006";"000011";"";C;"";"";"";"";"";ZALF VAGINAAL;ZALF VOOR VAGINAAL GEBRUIK;"";ZALF V VAGINAAL GEBRUIK;0;
"0902";"0";0;"";"0006";"000012";"";C;"";"";"";"";"";ZALF RECTAAL;ZALF VOOR RECTAAL GEBRUIK;"";ZALF VOOR RECTAAL GEBRUIK;0;
"0902";"1";1;"";"0006";"000013";"";C;*;"";"";"";"";* ZALF, HYDROFI;* ZALF, HYDROFIEL;"";* ZALF, HYDROFIEL;0;
"0902";"1";1;"";"0006";"000014";"";C;*;"";"";"";"";* ZALF, WATEREM;* ZALF, WATEREMULGEREND;"";* ZALF, WATEREMULGEREND;0;
"0902";"0";0;"";"0006";"000015";"";C;"";"";"";"";"";ZALF V INH.DAMP;ZALF VOOR INHALATIEDAMP;"";ZALF VOOR INHALATIEDAMP;0;
"0902";"0";0;"";"0006";"000016";"";C;"";"";"";"";"";TABLET OMHULD;OMHULDE TABLET;"";OMHULDE TABLET;0;
"0902";"0";0;"";"0006";"000017";"";C;"";"";"";"";"";GEL OROMUCOSAAL;GEL VOOR OROMUCOSAAL GEBRUIK;"";GEL OROMUCOSAAL;0;
"0902";"0";0;"";"0006";"000018";"";C;"";"";S;"";"";INJ.EMULSIE;EMULSIE VOOR INJECTIE;"";EMULSIE VOOR INJECTIE;0;
"0902";"0";0;"";"0006";"000019";"";C;"";"";"";"";"";CAPSULE ZACHT;CAPSULE, ZACHT;"";CAPSULE, ZACHT;0;
"0902";"1";1;"";"0006";"000020";"";"";"";"";S;"";T;ZALF STERIEL;** ZALF GESTERILISEERD  (WONDZALF);"";ZALF GESTERILISEERD;0;
"0902";"0";0;"";"0006";"000021";"";"";"";"";S;"";"";INJSUSP;SUSPENSIE VOOR INJECTIE;"";SUSPENSIE VOOR INJECTIE;0;
"0902";"0";0;"";"0006";"000022";"";C;"";"";S;"";"";RAD OPL;RADIOFARMACEUTISCHE UITGANGSOPLOSSING;"";RADIOFARM. UITGANGSOPL.;0;
"0902";"0";0;"";"0006";"000023";"";C;"";"";S;"";"";GENERATOR;RADIONUCLIDE GENERATOR;"";RADIONUCLIDE GENERATOR;0;
"0902";"0";0;"";"0006";"000024";"";C;"";"";"";"";"";OPL CUTAAN;OPLOSSING VOOR CUTAAN GEBRUIK;"";OPL VOOR CUTAAN GEBRUIK;0;
"0902";"1";1;"";"0006";"000025";"";"5";"";"";S;"";"";WONDVEZELS;* WONDVEZELS;"";WONDVEZELS;0;
"0902";"0";0;"";"0006";"000026";"";C;"";"";"";"";"";VAGINAALSYSTEEM;TOEDIENINGSSYSTEEM VOOR VAGINAAL GEBRUIK;"";SYSTEEM VAGINAAL GEBRUIK;0;
"0902";"0";0;"";"0006";"000027";"";C;"";"";"";"";"";TABLET FO;FILMOMHULDE TABLET;"";FILMOMHULDE TABLET;0;
"0902";"0";0;"";"0006";"000028";"";C;"";"";"";"";"";SUSP OR/RECTAAL;SUSPENSIE VOOR ORAAL/RECTAAL GEBRUIK;"";SUSPENSIE ORAAL/RECTAAL;0;
"0902";"0";0;"";"0006";"000029";"";C;"";"";"";"";"";NEUSDR, SUSP.;NEUSDRUPPELS, SUSPENSIE;"";NEUSDRUPPELS, SUSPENSIE;0;
"0902";"1";1;"";"0006";"000030";"";C;*;"";"";"";"";* ZALF, HYDROFO;* ZALF, HYDROFOOB;"";* ZALF, HYDROFOOB;0;
"0902";"0";0;"";"0006";"000031";"";C;"";"";"";"";"";TAB MSR + TAB;MAAGSAPRESISTENTE TABLET + TABLET;"";MAAGSAPR TABLET + TABLET;0;
"0902";"0";0;"";"0006";"000032";"";C;"";"";S;"";"";INF EMULSIE;EMULSIE VOOR INFUSIE;"";EMULSIE VOOR INFUSIE;0;
"0902";"0";0;"";"0006";"000033";"";C;"";"";"";"";"";COLLODION;COLLODION;"";COLLODION;0;
"0902";"0";0;"";"0006";"000034";"";C;"";"";S;"";"";OOGDR, SUSP;OOGDRUPPELS, SUSPENSIE;"";OOGDRUPPELS, SUSPENSIE;0;
"0902";"0";0;"";"0006";"000035";"";C;"";"";"";"";"";BEWAAROPL. ORG.;BEWAAROPLOSSING VOOR ORGANEN;"";BEWAAROPL.VOOR ORGANEN;0;
"0902";"0";0;"";"0006";"000036";"";"";"";"";S;"";"";IMPLANTATIEGAAS;IMPLANTATIEGAAS;"";IMPLANTATIEGAAS;0;
"0902";"0";0;"";"0006";"000037";"";C;"";"";"";"";"";CONC VOOR DRANK;CONCENTRAAT VOOR DRANK;"";CONCENTRAAT VOOR DRANK;0;
"0902";"0";0;"";"0006";"000038";"";"";"";"";"";"";"";CV MONDSPOELING;CONCENTRAAT VOOR MONDSPOELING;"";CONCENTR V MONDSPOELING;0;
"0902";"0";0;"";"0006";"000039";"";C;"";"";"";"";"";P V IMPLSUSP;POEDER VOOR IMPLANTATIESUSPENSIE;"";PDR V IMPLANTATIESUSP;0;
"0902";"0";0;"";"0006";"000040";"";C;"";"";"";"";"";PASTA;PASTA VOOR CUTAAN GEBRUIK;"";PASTA VOOR CUTAAN GEBRUIK;0;
"0902";"0";0;"";"0006";"000041";"";C;"";"";"";"";"";MONDPASTA;PASTA VOOR OROMUCOSAAL GEBRUIK;"";PASTA OROMUCOSAAL;0;
"0902";"0";0;"";"0006";"000042";"";C;"";"";"";"";"";GEL GINGIVAAL;GEL VOOR GINGIVAAL GEBRUIK;"";GEL GINGIVAAL;0;
"0902";"0";0;"";"0006";"000043";"";C;"";"";"";"";"";PDR GEL GINGIV.;POEDER VOOR GEL VOOR GINGIVAAL GEBRUIK;"";POEDER VOOR GINGIVALE GEL;0;
"0902";"0";0;"";"0006";"000044";"";C;"";"";S;"";"";PDR V INJSUSP;POEDER VOOR SUSPENSIE VOOR INJECTIE;"";POEDER INJECTIESUSPENSIE;0;
"0902";"0";0;"";"0006";"000045";"";C;"";"";"";"";"";VLST. OROMUCOS.;VLOEISTOF VOOR OROMUCOSAAL GEBRUIK;"";VLST. OROMUCOSAAL;0;
"0902";"0";0;"";"0006";"000046";"";C;"";"";"";"";"";SPRAY SUBLING.;SPRAY VOOR SUBLINGUAAL GEBRUIK;"";SPRAY SUBLINGUAAL GEBRUIK;0;
"0902";"0";0;"";"0006";"000047";"";C;"";"";S;"";"";KIT RADIOF PREP;KIT VOOR RADIOFARMACEUTISCH PREPARAAT;"";KIT VOOR RADIOFARM. PREP.;0;
"0902";"0";0;"";"0006";"000048";"";C;"";"";"";"";"";OORCREME;OORCREME;"";OORCREME;0;
"0902";"0";0;"";"0006";"000049";"";C;"";"";"";"";"";OORGEL;OORGEL;"";OORGEL;0;
"0902";"1";1;"";"0006";"000050";"";C;"";"";"";"";"";SMEERSEL;* SMEERSEL;"";SMEERSEL;0;
"0902";"0";0;"";"0006";"000051";"";C;"";"";"";"";"";NEUSCREME;NEUSCREME;"";NEUSCREME;0;
"0902";"0";0;"";"0006";"000052";"";C;"";"";"";"";"";OOGCREME;OOGCREME;"";OOGCREME;0;
"0902";"0";0;"";"0006";"000053";"";C;"";"";"";"";"";AEROSOL(SUSP);AEROSOL, SUSPENSIE;"";AEROSOL, SUSPENSIE;0;
"0902";"0";0;"";"0006";"000054";"";C;"";"";"";"";"";DRUPPELS OPL;DRUPPELS VOOR ORAAL GEBRUIK, OPLOSSING;"";DRUPPELS ORAAL OPLOSSING;0;
"0902";"0";0;"";"0006";"000055";"";C;"";"";"";"";"";DRUPPELS SUSP;DRUPPELS VOOR ORAAL GEBRUIK, SUSPENSIE;"";DRUPPELS ORAAL SUSPENSIE;0;
"0902";"0";0;"";"0006";"000056";"";C;"";"";"";"";"";DRUPPELS EMULS;DRUPPELS VOOR ORAAL GEBRUIK, EMULSIE;"";DRUPPELS ORAAL EMULSIE;0;
"0902";"0";0;"";"0006";"000057";"";C;"";"";S;"";"";OOGDR, OPL;OOGDRUPPELS, OPLOSSING;"";OOGDRUPPELS, OPLOSSING;0;
"0902";"0";0;"";"0006";"000058";"";C;"";"";S;"";"";OOGDR MVA;OOGDRUPPELS MET VERLENGDE AFGIFTE;"";OOGDRUPPELS VERLENGDE AFG;0;
"0902";"0";0;"";"0006";"000059";"";C;"";"";"";"";"";OORDRUPPELS OPL;OORDRUPPELS, OPLOSSING;"";OORDRUPPELS, OPLOSSING;0;
"0902";"0";0;"";"0006";"000060";"";C;"";"";"";"";"";CREME;CREME;"";CREME;0;
"0902";"0";0;"";"0006";"000061";"";C;"";"";"";"";"";VAGINAALCREME;CREME VOOR VAGINAAL GEBRUIK;"";CREME V VAGINAAL GEBRUIK;0;
"0902";"0";0;"";"0006";"000062";"";C;"";"";"";"";"";CREME RECTAAL;CREME VOOR RECTAAL GEBRUIK;"";CREME V RECTAAL GEBRUIK;0;
"0902";"1";1;"";"0006";"000063";"";C;*;"";"";"";"";* CREME HYDROFI;* CREME, HYDROFIEL;"";* CREME, HYDROFIEL;0;
"0902";"1";1;"";"0006";"000064";"";C;*;"";"";"";"";* CREME HYDROFO;* CREME, HYDROFOOB;"";* CREME, HYDROFOOB;0;
"0902";"0";0;"";"0006";"000065";"";C;"";"";"";"";"";OORDRUPPELS SUS;OORDRUPPELS, SUSPENSIE;"";OORDRUPPELS, SUSPENSIE;0;
"0902";"0";0;"";"0006";"000066";"";C;"";"";"";"";"";OORDR EMULSIE;OORDRUPPELS, EMULSIE;"";OORDRUPPELS, EMULSIE;0;
