"BSTNUM";"MUTKOD";"VERVALLEN";"BACKUPID";"ATCODE";"ATOMS";"ATOMSE";"ATKIND";"HGROEPCODE";"RZVClaim";"SourceCode"
"0801";"9";0;"";"18-023";Levodopa;"";"";KGO;0;
"0801";"9";1;"";"17-552";The COCA study;"";"";KGO;0;
"0801";"9";1;"";"17-525";GRAVITAS-301/ INCB 39110-301;"";"";KGO;0;
"0801";"9";1;"";"17-520";POLO;"";"";KGO;0;
"0801";"9";0;"";"19-0117";VOYAGER BLU-285-1303;"";"";KGO;0;
"0801";"9";0;"";"19-0123";VIOLETTE;"";"";KGO;0;
"0801";"9";1;"";"17-531";CDRB436G2201 / Dabrafenib en Trametinib;"";"";KGO;0;
"0801";"9";1;"";"17-440";CA209-755 / NIVO-DARA studie;"";"";KGO;0;
"0801";"9";1;"";"17-519";ONSD5 / NL60986.078.17;"";"";KGO;0;
"0801";"9";0;"";"17-439";STARDUST / CNTO1275CRD3005;"";"";KGO;0;
"0801";"9";1;"";"17-1149";CL1-81694-003;"";"";KGO;0;
"0801";"9";1;"";"17-393";TAC01;"";"";KGO;0;
"0801";"9";0;"";"17-517";DOTA-MG11;"";"";KGO;0;
"0801";"9";1;"";"2017-515";intranasal oxytocin in PWS / NL6303107817;"";"";"69-218";0;
"0801";"9";0;"";"14-491";Olympia / D081CC00006;"";"";KGO-2015;0;
"0801";"9";1;"";"14-589";CareMoreCTC study 2 / NL51298.078.14;"";"";KGO-2015;0;
"0801";"9";0;"";"15-519";S81694 / CL1-81694-001;"";"";KGO-2015;0;
"0801";"9";1;"";"15-067";BP29392;"";"";KGO-2015;0;
"0801";"9";0;"";"16-517";MK3475-199;"";"";KGO;0;
"0801";"9";0;"";"15-166";VX14-803-001 / MS201922-0001;"";"";KGO-2015;0;
"0801";"9";0;"";"16-477";MK-3475-057;"";"";KGO;0;
"0801";"9";1;"";"08-217";ML2017-IO1 RESPONDER;"";"";"69-218";0;
"0801";"9";0;"";"15-270";Deel 2 EORTC 55092 / 55092;"";"";KGO-2015;0;
"0801";"9";0;"";"16-462";M14NEC;"";"";KGO;0;
"0801";"9";0;"";"15-545";B0601002;"";"";KGO-2015;0;
"0801";"9";0;"";"69-218";OMO-1 / OMO1.01.02;"";"";KGO;0;
"0801";"9";0;"";"15-593";BLU-285-1101;"";"";KGO-2015;0;
"0801";"9";0;"";"17-178";ML16NIR GALAHAD / 64091742PCR2001;"";"";KGO;0;
"0801";"9";0;"";"15-688";"56021927PCR1019";"";"";KGO-2015;0;
"0801";"9";1;"";"01-217";MK3475-412 (KEYNOTE);"";"";"69-218";0;
"0801";"9";1;"";"19-217";NIR178 PDR001 / CNIR178X2201;"";"";"69-218";0;
"0801";"9";0;"";"15-716";LXH254 / CLXH254X2101;"";"";KGO-2015;0;
"0801";"9";0;"";"16-003";CINC280A2201;"";"";KGO;0;
"0801";"9";0;"";"16-225";D081KC00001 / Mediola;"";"";KGO;0;
"0801";"9";0;"";"16-118";BP29842;"";"";KGO;0;
"0801";"9";0;"";"17-260";CTNO155X2101;"";"";KGO;0;
"0801";"9";1;"";"16-524";CARD / LPS14201;"";"";KGO;0;
"0801";"9";1;"";"18-1030";MLN0128 C31004 TAKEDA;"";"";KGO;0;
"0801";"9";1;"";"16-183";BP29889;"";"";KGO;0;
"0801";"9";0;"";"16-131";MK3475-158 / 158;"";"";KGO;0;
"0801";"9";0;"";"16-690";CPDR001 / CPDR001X2102;"";"";KGO;0;
"0801";"9";0;"";"16-582";SUBITO/ M16BRC;"";"";KGO;0;
"0801";"9";0;"";"15-230";REPOSIT / NL48639.031.14 / M14REP;"";"";KGO-2015;0;
"0801";"9";1;"";"18-111";ACT15377;"";"";KGO;0;
"0801";"9";0;"";"16-703";Caba-V7;"";"";KGO;0;
"0801";"9";1;"";"17-1091";CANFOUR/ CAN04CLIN001;"";"";KGO;0;
"0801";"9";0;"";"17-1121";M17DOC;"";"";KGO;0;
"0801";"9";0;"";"15-112";"HOVON 131; IFM 2015-01 /54767414MMY3006/cassiopeia";"";"";KGO-2015;0;
"0801";"9";0;"";"15-020";HOVON 124;"";"";KGO-2015;0;
"0801";"9";0;"";"17-562";HOVON 146;"";"";KGO;0;
"0801";"9";0;"";"15-557";Hovon 129;"";"";KGO-2015;0;
"0801";"9";0;"";"13-539";Hovon 132 / SAKK 30/13;"";"";KGO-2015;0;
"0801";"9";0;"";"14-664";HOVON 114 / EMN11/HO114;"";"";KGO-2015;0;
"0801";"9";0;"";"14-587";HOVON 119 / MCLR2 elderly / MO28574 / MCL R2;"";"";KGO-2015;0;
"0801";"9";0;"";"17-249";HOVON 133 / Triangle;"";"";KGO;0;
"0801";"9";0;"";"15-432";"54767414MMY3008 / MAIA / 219155";"";"";KGO-2015;0;
"0801";"9";0;"";"15-521";HOVON 103;"";"";KGO-2015;0;
"0801";"9";1;"";"13-438";PCI-32765MCL3002;"";"";KGO-2015;0;
"0801";"9";0;"";"6000-075";Ceritinib off label programma;"";"";KGO;0;
"0801";"9";0;"";"6000-089";Comp use AG-221 (Enasidenib);"";"";KGO;0;
"0801";"9";0;"";"18-112";PUMP I;"";"";KGO;0;
"0801";"9";0;"";"15-641";MEDI-4736-MM-001;"";"";KGO-2015;0;
"0801";"9";1;"";"2011-495";nog in te vullen;"";"";"69-218";0;
"0801";"9";1;"";"15-048";GS-US-352-0101;"";"";KGO-2015;0;
"0801";"9";1;"";"17-515";intranasal oxytocin in PWS / NL6303107817;"";"";KGO;0;
"0801";"9";0;"";"17-366";MR CLEAN MED;"";"";KGO;0;
"0801";"9";1;"";"17-511";EuRIDICE;"";"";KGO;0;
"0801";"9";0;"";"17-502";RM-493-015;"";"";KGO;0;
"0801";"9";0;"";"17-345";MK-3475-361;"";"";KGO;0;
"0801";"9";1;"";"17-493";BIOMEDE / CSET2014/2126;"";"";KGO;0;
"0801";"9";1;"";"17-294";LemKids / EFC13429;"";"";KGO;0;
"0801";"9";0;"";"17-293";ENVISAGE TAVI-AF / -C-U4001;"";"";KGO;0;
"0801";"9";0;"";"17-491";GS-US-205-1850;"";"";KGO;0;
"0801";"9";1;"";"17-484";PACMAN-AMI;"";"";KGO;0;
"0801";"9";0;"";"17-476";LUNA (voorheen HEAL-1);"";"";KGO;0;
"0801";"9";0;"";"17-452";REDUCE-RISKinCD-PIBD-TRIAL (PIBD 2016-01);"";"";KGO;0;
"0801";"9";0;"";"17-443";CCX16810 / CL010_168;"";"";KGO;0;
"0801";"9";1;"";"13-460";NF1-EXCEL;"";"";KGO-2015;0;
"0801";"9";0;"";"13-439";ORCA / 2013-44021;"";"";KGO-2015;0;
"0801";"9";1;"";"11-900";VIT -0910 sponsor;"";"";KGO-2015;0;
"0801";"9";0;"";"10-420";Umbrella / CFTY720D2399;"";"";KGO-2015;0;
"0801";"9";0;"";"08-426";KU36-96;"";"";KGO-2015;0;
"0801";"9";0;"";"18-1724";PLATFORM / CPDR001J2201;"";"";KGO;0;
"0801";"9";0;"";"14-470";CLCI699C2301;"";"";KGO-2015;0;
"0801";"9";1;"";"10-378";ORATORIO / WA25046;"";"";KGO-2015;0;
"0801";"9";0;"";"17-1090";PROCLAIM-001/CTMX-M-072-001;"";"";KGO;0;
"0801";"9";0;"";"18-1416";"1401-0001 MJ17LRP56";"";"";KGO;0;
"0801";"9";0;"";"18-1289";HOVON 138 APL & APOLLO;"";"";KGO;0;
"0801";"9";1;"";"17-442";HOVON 143 MM / Takeda #X16086;"";"";KGO;0;
"0801";"9";0;"";"11-050";fase 3 industrie AB04030;"";"";KGO-2015;0;
"0801";"9";0;"";"12-581";AB11002;"";"";KGO-2015;0;
"0801";"9";1;"";"13-146";GIANT / A301028;"";"";"69-218";0;
"0801";"9";0;"";"14-362";NEO-EXT / LTS13769;"";"";KGO-2015;0;
"0801";"9";0;"";"15-561";(AMG 330) 20120252;"";"";KGO-2015;0;
"0801";"9";0;"";"15-624";GA29144;"";"";KGO-2015;0;
"0801";"9";0;"";"15-625";GA29145;"";"";KGO-2015;0;
"0801";"9";0;"";"17-1160";GS-US-419-3896;"";"";KGO;0;
"0801";"9";0;"";"17-1157";GS-US-418-3899 OL extensie 3898;"";"";KGO;0;
"0801";"9";1;"";"17-1120";SONIA/BOOG 2017-03;"";"";KGO;0;
"0801";"9";1;"";"18-1108";Stasey / MO39129;"";"";KGO;0;
"0801";"9";0;"";"17-1102";AUR-VCS-2016-01 AURORA;"";"";KGO;0;
"0801";"9";0;"";"18-1098";REACH 3 CINC424D2301;"";"";KGO;0;
"0801";"9";1;"";"17-1078";Caravaggio study / FADOI 03.2016;"";"";KGO;0;
"0801";"9";0;"";"17-1072";COMB157G2301;"";"";KGO;0;
"0801";"9";0;"";"17-1018";terlipressine studie;"";"";KGO;0;
"0801";"9";0;"";"18-1005";GILEAD GS-US-419-3895;"";"";KGO;0;
"0801";"9";0;"";"18-001";A005D-E01-201 NeoFIND Basket;"";"";KGO;0;
"0801";"9";0;"";"16-276";GABA1;"";"";KGO;0;
"0801";"9";1;"";"16-004";SHIP-CT;"";"";KGO;0;
"0801";"9";0;"";"18-1707";TCD14678;"";"";KGO;0;
"0801";"9";0;"";"18-1701";KPL-301-C001;"";"";KGO;0;
"0801";"9";1;"";"18-1696";CINOVA;"";"";KGO;0;
"0801";"9";1;"";"18-1689";ADD UP;"";"";KGO;0;
"0801";"9";0;"";"18-1674";GSK204653;"";"";KGO;0;
"0801";"9";0;"";"18-1626";"203PF203 SPIRIT";"";"";KGO;0;
"0801";"9";0;"";"18-1624";VX17-445-105;"";"";KGO;0;
"0801";"9";0;"";"18-1586";STEPS-EA;"";"";KGO;0;
"0801";"9";1;"";"18-1550";POSA FLU;"";"";KGO;0;
"0801";"9";0;"";"18-1516";Corbus 1/ RESOLVE;"";"";KGO;0;
"0801";"9";0;"";"18-1513";eortc 55092 / 240764 EMN17 Perseus;"";"";KGO;0;
"0801";"9";0;"";"14-003";CFTY720D2311;"";"";KGO-2015;0;
"0801";"9";0;"";"19-0131";JAVELIN BRCA/ATM;"";"";KGO;0;
"0801";"9";1;"";"18-1482";INCB 59872-101 ML17LSD;"";"";KGO;0;
"0801";"9";0;"";"18-1479";VX17-445-103;"";"";KGO;0;
"0801";"9";0;"";"18-1461";VX17-445-102;"";"";KGO;0;
"0801";"9";1;"";"18-1460";CQGE031C2303;"";"";KGO;0;
"0801";"9";0;"";"18-1427";POZITIVE20-1 135719;"";"";KGO;0;
"0801";"9";0;"";"18-1392";NVALT27 (PIRF-asbestosis);"";"";KGO;0;
"0801";"9";0;"";"18-1357";F901318/0032 FORMULA-OLS F2G;"";"";KGO;0;
"0801";"9";0;"";"18-1330";LP0162-1339 ECZTRA 3;"";"";KGO;0;
"0801";"9";0;"";"18-1327";PROTECT-U/ NCT03063541;"";"";KGO;0;
"0801";"9";0;"";"18-1318";"1199.225 SENSCISTM- ON (Extension)";"";"";KGO;0;
"0801";"9";0;"";"18-1311";Fase 2 industrie/MLN0002-2003;"";"";KGO;0;
"0801";"9";0;"";"18-1309";IFX-1-P2.4 SHINE INFLARX;"";"";KGO;0;
"0801";"9";0;"";"18-1298";ALN-AS1-003;"";"";KGO;0;
"0801";"9";0;"";"18-1263";PAN-FGFR studie FORT-1;"";"";KGO;0;
"0801";"9";0;"";"18-1210";ECTOPIC TRIAL;"";"";KGO;0;
"0801";"9";0;"";"17-1171";GILEAD GS-US-418-3898;"";"";KGO;0;
"0801";"9";1;"";"18-1178";BI 1015550 1305-0012;"";"";KGO;0;
"0801";"9";0;"";"18-1169";ANDROMEDA STUDY/54767414AMY3001;"";"";KGO;0;
"0801";"9";1;"";"11-495.2";HOVON 110;"";"";"69-218";0;
"0801";"9";0;"";"19-0200";TAK-931-1003;"";"";KGO;0;
"0801";"9";1;"";"19-158";"";"";"";"69-218";0;
"0801";"9";0;"";"19-0158";CheckMate 848;"";"";KGO;0;
"0801";"9";0;"";"17-003";"071301";"";"";KGO;0;
"0801";"9";0;"";"16-562";CCDZ173X2201E1;"";"";KGO;0;
"0801";"9";0;"";"16-527";MLN0002SC-3030;"";"";KGO;0;
"0801";"9";1;"";"16-254";Lucinactant/ 03-CL-1202/ 119438;"";"";KGO;0;
"0801";"9";1;"";"16-163";IVA337 SSC POC FASST / IVA_01_337_HSSC_15_001;"";"";KGO;0;
"0801";"9";1;"";"16-227";"221AD302 Emerge studie";"";"";KGO;0;
"0801";"9";0;"";"19-0122";BAY No. 2599023 (DTX201) / 19429 (GET8);"";"";KGO;0;
"0801";"9";0;"";"19-0113";MK3475-676 RW18MK676;"";"";KGO;0;
"0801";"9";0;"";"19-0103";CT-AMT-061-02;"";"";KGO;0;
"0801";"9";0;"";"19-0070";FUTURE;"";"";KGO;0;
"0801";"9";0;"";"19-0066";APOSTEL VIII;"";"";KGO;0;
"0801";"9";0;"";"19-0056";"8302-CL-0201 Niagara study";"";"";KGO;0;
"0801";"9";0;"";"19-0001";DUMAS;"";"";KGO;0;
"0801";"9";0;"";"18-009";HOVON 148;"";"";KGO;0;
"0801";"9";0;"";"17-543";PCYC-1143-CA;"";"";KGO;0;
"0801";"9";0;"";"18-1251";GBT440-034;"";"";KGO;0;
"0801";"9";1;"";"17-433";"747-302";"";"";KGO;0;
"0801";"9";0;"";"17-333";IMMEDIATE;"";"";KGO;0;
"0801";"9";0;"";"17-324";CoDiNOS;"";"";KGO;0;
"0801";"9";0;"";"17-282";PUMP trial (Floxuridine) / NL59706.078.17;"";"";KGO;0;
"0801";"9";0;"";"17-265";PETITE / N01349;"";"";KGO;0;
"0801";"9";0;"";"17-098";DU176b HOKUSAI / DU176b-D-U312;"";"";KGO;0;
"0801";"9";0;"";"17-100";RAIN;"";"";KGO;0;
"0801";"9";0;"";"17-074";ABR 59689;"";"";KGO;0;
"0801";"9";0;"";"17-024";The POPEYE study;"";"";KGO;0;
"0801";"9";1;"";"17-010";Ipsen 222 / D-FR-52120-222;"";"";KGO;0;
"0801";"9";1;"";"16-999";SHIP-CT sponsor deel;"";"";KGO;0;
"0801";"9";0;"";"16-756";PARADISE-M1 CLCZ696G2301;"";"";KGO;0;
"0801";"9";0;"";"16-691";CACZ885X2205;"";"";KGO;0;
"0801";"9";0;"";"16-573";GOUD-AP (Tiofarma pipamperon/risperidon);"";"";KGO;0;
"0801";"9";0;"";"16-526";MLN0002SC-3031;"";"";KGO;0;
"0801";"9";1;"";"16-492";hrBMP4-001;"";"";KGO;0;
"0801";"9";1;"";"16-429";Profylactische behandeling van reutelen;"";"";KGO;0;
"0801";"9";1;"";"16-416";CA209498;"";"";KGO;0;
"0801";"9";0;"";"16-414";GSK-ViiV Gemini 1 / 204861;"";"";KGO;0;
"0801";"9";1;"";"16-402";STATIC IV;"";"";KGO;0;
"0801";"9";0;"";"16-364";GZ402666 COMET / EFC14028;"";"";KGO;0;
"0801";"9";1;"";"16-341";SHARPS / M15-574;"";"";KGO;0;
"0801";"9";0;"";"17-081";CP-MGD006-01;"";"";KGO;0;
"0801";"9";1;"";"17-027";GWEP1521;"";"";KGO;0;
"0801";"9";1;"";"17-025";Critax;"";"";KGO;0;
"0801";"9";0;"";"19-0047";HOVON 152;"";"";KGO;0;
"0801";"9";1;"";"2999-422";Incyte INCB 39110-209;"";"";"69-218";0;
"0801";"9";1;"";"6000-102";Comp use Lorlatinib (Lorbrena);"";"";KGO;0;
"0801";"9";0;"";"19-0078";Baxalta SPH677-304;"";"";KGO;0;
"0801";"9";1;"";"6000-105";Dupilumab Medical Need Program;"";"";KGO;0;
"0801";"9";0;"";"18-1691";Isabela 2;"";"";KGO;0;
"0801";"9";0;"";"19-0108";CNTO1959HDS2001;"";"";KGO;0;
"0801";"9";1;"";"15-099";"";"";"";"15-080";0;
"0801";"9";1;"";"15-099.2";Tis Kids SPONSOR deel;"";"";"69-218";0;
"0801";"9";1;"";"15-999";Tis Kids SPONSOR deel;"";"";KGO-2015;0;
"0801";"9";0;"";"19-0035";IMPROVE-2018;"";"";KGO;0;
"0801";"9";1;"";"19-0410";"";"";"";"69-218";0;
"0801";"9";0;"";"19-0016";MAGELLAN;"";"";KGO;0;
"0801";"9";1;"";"15-724";PARAGON / CLCZ696D2301;"";"";KGO-2015;0;
"0801";"9";1;"";"15-759";LOVE-UC / 2014-100756;"";"";KGO-2015;0;
"0801";"9";1;"";"15-646";PACS study;"";"";KGO-2015;0;
"0801";"9";0;"";"15-572";Clarinet forte / 8-79-52030-326;"";"";KGO-2015;0;
"0801";"9";0;"";"15-522";Silodyx;"";"";KGO-2015;0;
"0801";"9";1;"";"15-431";"20120215";"";"";KGO-2015;0;
"0801";"9";0;"";"15-389";TopIC-2 / NL 5379207815;"";"";KGO-2015;0;
"0801";"9";0;"";"15-340";PCR3001/ACIS / 56021927PCR3001;"";"";KGO-2015;0;
"0801";"9";0;"";"15-294";CLDK378A2120C;"";"";KGO-2015;0;
"0801";"9";1;"";"15-292";EORTC1410 / M14-483;"";"";KGO-2015;0;
"0801";"9";0;"";"15-231";AC-055-403 REPAIR;"";"";KGO-2015;0;
"0801";"9";1;"";"15-144";CA209172;"";"";KGO-2015;0;
"0801";"9";1;"";"15-080";TISKids;"";"";KGO-2015;0;
"0801";"9";0;"";"15-065";P10.001;"";"";KGO-2015;0;
"0801";"9";0;"";"17-1185";MK3475-672 / 672-00/ECHO-307;"";"";KGO;0;
"0801";"9";1;"";"16-314";POPCABG;"";"";KGO;0;
"0801";"9";0;"";"16-271";ATB200-02;"";"";KGO;0;
"0801";"9";1;"";"16-196";TREPMI;"";"";KGO;0;
"0801";"9";0;"";"16-105";NI-PPS 2;"";"";KGO;0;
"0801";"9";0;"";"16-071";ATLAS (ARN-509) JNJ-56021927 / 56021927PCR3003;"";"";KGO;0;
"0801";"9";0;"";"16-032";VX14-661-110;"";"";KGO;0;
"0801";"9";1;"";"16-007";HYPPI;"";"";KGO;0;
"0801";"9";1;"";"16-006";ITCC-054 / AAML1621;"";"";KGO;0;
"0801";"9";0;"";"17-261";M14-533 OLE;"";"";KGO;0;
"0801";"9";0;"";"17-228";CVAY736A2201;"";"";KGO;0;
"0801";"9";0;"";"17-212";OZR-2016-34;"";"";KGO;0;
"0801";"9";0;"";"17-205";M15-572;"";"";KGO;0;
"0801";"9";0;"";"17-204";M15-554;"";"";KGO;0;
"0801";"9";1;"";"19-0187";MS200647-0037;"";"";KGO;0;
"0801";"9";0;"";"19-0069";PRN1008-010 (Principia);"";"";KGO;0;
"0801";"0";0;"";A;MAAGDARMKANAAL EN METABOLISME;ALIMENTARY TRACT AND METABOLISM;"";"";0;
"0801";"0";0;"";A01;MONDPREPARATEN;STOMATOLOGICAL PREPARATIONS;"";A;0;
"0801";"0";0;"";A01A;MONDPREPARATEN;STOMATOLOGICAL PREPARATIONS;"";A01;0;
"0801";"0";0;"";A01AA;MIDDELEN VOOR CARIESPROFYLAXE;CARIES PROPHYLACTIC AGENTS;"";A01A;0;
"0801";"0";0;"";A01AA01;NATRIUMFLUORIDE;SODIUM FLUORIDE;"";A01AA;0;
"0801";"0";0;"";A01AA02;NATRIUMMONOFLUORFOSFAAT;SODIUM MONOFLUOROPHOSPHATE;"";A01AA;0;
"0801";"0";0;"";A01AA03;OLAFLUR;OLAFLUR;"";A01AA;0;
"0801";"0";0;"";A01AA04;TIN(II)FLUORIDE;STANNOUS FLUORIDE;"";A01AA;0;
"0801";"0";0;"";A01AA30;COMBINATIEPREPARATEN;COMBINATIONS;"";A01AA;0;
"0801";"0";0;"";A01AA51;NATRIUMFLUORIDE, COMBINATIEPREPARATEN;SODIUM FLUORIDE, COMBINATIONS;"";A01AA;0;
"0801";"0";0;"";A01AB;ANTIMICROBIELE MIDDELEN VOOR LOKAAL GEBRUIK IN DE MOND;ANTIINFECTIVES AND ANTISEPTICS FOR LOCAL ORAL TREATMENT;"";A01A;0;
"0801";"0";0;"";A01AB02;WATERSTOFPEROXIDE;HYDROGEN PEROXIDE;"";A01AB;0;
"0801";"0";0;"";A01AB03;CHLOORHEXIDINE;CHLORHEXIDINE;"";A01AB;0;
"0801";"0";0;"";A01AB04;AMFOTERICINE B;AMPHOTERICIN B;"";A01AB;0;
"0801";"0";0;"";A01AB05;POLYNOXYLINE;POLYNOXYLIN;"";A01AB;0;
"0801";"0";0;"";A01AB06;DOMIFEEN;DOMIPHEN;"";A01AB;0;
"0801";"0";0;"";A01AB07;OXYCHINOLINE;OXYQUINOLINE;"";A01AB;0;
"0801";"0";0;"";A01AB08;NEOMYCINE;NEOMYCIN;"";A01AB;0;
"0801";"0";0;"";A01AB09;MICONAZOL;MICONAZOLE;"";A01AB;0;
"0801";"0";0;"";A01AB10;NATAMYCINE;NATAMYCIN;"";A01AB;0;
"0801";"0";0;"";A01AB11;DIVERSE MIDDELEN;VARIOUS;"";A01AB;0;
"0801";"0";0;"";A01AB12;HEXETIDINE;HEXETIDINE;"";A01AB;0;
"0801";"0";0;"";A01AB13;TETRACYCLINE;TETRACYCLINE;"";A01AB;0;
"0801";"0";0;"";A01AB14;BENZOXONIUM;BENZOXONIUM CHLORIDE;"";A01AB;0;
"0801";"0";0;"";A01AB15;TIBEZONIUM;TIBEZONIUM IODIDE;"";A01AB;0;
"0801";"0";0;"";A01AB16;MEPARTRICINE;MEPARTRICIN;"";A01AB;0;
"0801";"0";0;"";A01AB17;METRONIDAZOL;METRONIDAZOLE;"";A01AB;0;
"0801";"0";0;"";A01AB18;CLOTRIMAZOL;CLOTRIMAZOLE;"";A01AB;0;
"0801";"0";0;"";A01AB19;NATRIUMPERBORAAT;SODIUM PERBORATE;"";A01AB;0;
"0801";"0";0;"";A01AB21;CHLOORTETRACYCLINE;CHLORTETRACYCLINE;"";A01AB;0;
"0801";"0";0;"";A01AB22;DOXYCYCLINE;DOXYCYCLINE;"";A01AB;0;
"0801";"0";0;"";A01AB23;MINOCYCLINE;MINOCYCLINE;"";A01AB;0;
"0801";"0";0;"";A01AC;CORTICOSTEROIDEN VOOR LOKAAL GEBRUIK IN DE MOND;CORTICOSTEROIDS FOR LOCAL ORAL TREATMENT;"";A01A;0;
"0801";"0";0;"";A01AC01;TRIAMCINOLON;TRIAMCINOLONE;"";A01AC;0;
"0801";"0";0;"";A01AC02;DEXAMETHASON;DEXAMETHASONE;"";A01AC;0;
"0801";"0";0;"";A01AC03;HYDROCORTISON;HYDROCORTISONE;"";A01AC;0;
"0801";"0";0;"";A01AC54;PREDNISOLON, COMBINATIEPREPARATEN;PREDNISOLONE, COMBINATIONS;"";A01AC;0;
"0801";"0";0;"";A01AD;OVERIGE MIDDELEN VOOR LOKAAL GEBRUIK IN DE MOND;OTHER AGENTS FOR LOCAL ORAL TREATMENT;"";A01A;0;
"0801";"0";0;"";A01AD01;ADRENALINE;EPINEPHRINE;"";A01AD;0;
"0801";"0";0;"";A01AD02;BENZYDAMINE;BENZYDAMINE;"";A01AD;0;
"0801";"0";0;"";A01AD05;ACETYLSALICYLZUUR;ACETYLSALICYLIC ACID;"";A01AD;0;
"0801";"0";0;"";A01AD06;ADRENALON;ADRENALONE;"";A01AD;0;
"0801";"0";0;"";A01AD07;AMLEXANOX;AMLEXANOX;"";A01AD;0;
"0801";"0";0;"";A01AD08;BECAPLERMINE;BECAPLERMIN;"";A01AD;0;
"0801";"0";0;"";A01AD11;DIVERSE MIDDELEN;VARIOUS;"";A01AD;0;
"0801";"0";0;"";A02;MIDDELEN BIJ ZUURGERELATEERDE AFWIJKINGEN;DRUGS FOR ACID RELATED DISORDERS;"";A;0;
"0801";"0";0;"";A02A;ANTACIDA;ANTACIDS;"";A02;0;
"0801";"0";0;"";A02AA;MAGNESIUMVERBINDINGEN;MAGNESIUM COMPOUNDS;"";A02A;0;
"0801";"0";0;"";A02AA01;MAGNESIUMCARBONAAT;MAGNESIUM CARBONATE;"";A02AA;0;
"0801";"0";0;"";A02AA02;MAGNESIUMOXIDE;MAGNESIUM OXIDE;"";A02AA;0;
"0801";"0";0;"";A02AA03;MAGNESIUMPEROXIDE;MAGNESIUM PEROXIDE;"";A02AA;0;
"0801";"0";0;"";A02AA04;MAGNESIUMHYDROXIDE;MAGNESIUM HYDROXIDE;"";A02AA;0;
"0801";"0";0;"";A02AA05;MAGNESIUMSILICAAT;MAGNESIUM SILICATE;"";A02AA;0;
"0801";"0";0;"";A02AA10;COMBINATIEPREPARATEN;COMBINATIONS;"";A02AA;0;
"0801";"0";0;"";A02AB;ALUMINIUMVERBINDINGEN;ALUMINIUM COMPOUNDS;"";A02A;0;
"0801";"0";0;"";A02AB01;ALUMINIUMHYDROXIDE;ALUMINIUM HYDROXIDE;"";A02AB;0;
"0801";"0";0;"";A02AB02;ALGELDRAAT;ALGELDRATE;"";A02AB;0;
"0801";"0";0;"";A02AB03;ALUMINIUMFOSFAAT;ALUMINIUM PHOSPHATE;"";A02AB;0;
"0801";"0";0;"";A02AB04;DIHYDROXYALUMINIUM NATRIUMCARBONAAT;DIHYDROXIALUMINI SODIUM CARBONATE;"";A02AB;0;
"0801";"0";0;"";A02AB05;ALUMINIUMACETOACETAAT;ALUMINIUM ACETOACETATE;"";A02AB;0;
"0801";"0";0;"";A02AB06;ALOGLUTAMOL;ALOGLUTAMOL;"";A02AB;0;
"0801";"0";0;"";A02AB07;ALUMINIUMAMINOACETAAT;ALUMINIUM GLYCINATE;"";A02AB;0;
"0801";"0";0;"";A02AB10;COMBINATIEPREPARATEN;COMBINATIONS;"";A02AB;0;
"0801";"0";0;"";A02AC;CALCIUMVERBINDINGEN;CALCIUM COMPOUNDS;"";A02A;0;
"0801";"0";0;"";A02AC01;CALCIUMCARBONAAT;CALCIUM CARBONATE;"";A02AC;0;
"0801";"0";0;"";A02AC02;CALCIUMSILICAAT;CALCIUM SILICATE;"";A02AC;0;
"0801";"0";0;"";A02AC10;COMBINATIEPREPARATEN;COMBINATIONS;"";A02AC;0;
"0801";"0";0;"";A02AD;COMBINATIES EN COMPLEXEN VAN AL-, CA- EN MG-VERBINDINGEN;COMBINATIONS AND COMPLEXES OF ALUMINIUM, CALCIUM AND MAGNESIUM COMPOUNDS;"";A02A;0;
"0801";"0";0;"";A02AD01;GEWONE ANTACIDA-COMBINATIES;ORDINARY SALT COMBINATIONS;"";A02AD;0;
"0801";"0";0;"";A02AD02;MAGALDRAAT;MAGALDRATE;"";A02AD;0;
"0801";"0";0;"";A02AD03;ALMAGAAT;ALMAGATE;"";A02AD;0;
"0801";"0";0;"";A02AD04;HYDROTALCIET;HYDROTALCITE;"";A02AD;0;
"0801";"0";0;"";A02AD05;ALMASILAAT;ALMASILATE;"";A02AD;0;
"0801";"0";0;"";A02AF;ANTACIDA MET FLATULENTIEMIDDELEN;ANTACIDS WITH ANTIFLATULENTS;"";A02A;0;
"0801";"0";0;"";A02AF01;MAGALDRAAT MET FLATULENTIEMIDDELEN;MAGALDRATE AND ANTIFLATULENTS;"";A02AF;0;
"0801";"0";0;"";A02AF02;GEWONE ANTACIDA-COMBINATIES MET FLATULENTIEMIDDELEN;ORDINARY SALT COMBINATIONS AND ANTIFLATULENTS;"";A02AF;0;
"0801";"0";0;"";A02AG;ANTACIDA MET SPASMOLYTICA;ANTACIDS WITH ANTISPASMODICS;"";A02A;0;
"0801";"0";0;"";A02AH;ANTACIDA MET NATRIUMWATERSTOFCARBONAAT;ANTACIDS WITH SODIUM BICARBONATE;"";A02A;0;
"0801";"0";0;"";A02AX;ANTACIDA, OVERIGE COMBINATIEPREPARATEN;ANTACIDS, OTHER COMBINATIONS;"";A02A;0;
"0801";"0";0;"";A02B;MIDDELEN BIJ ULCUS PEPTICUM EN GASTRO-OESOFAGEALE REFLUX;DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD);"";A02;0;
