Excipient;Excipient (English);Chemical class;Functional category;Administration route;If po: bioavailability;Conclusion Ketoproof;Reviewer;Review date
COCOYLCAPRYLOCAPRAAT;COCOYL CAPRYLOCAPRATE;NA, toedienweg 0;;;;Yes;Laura N;30/11/2023
DIETHANOLAMINECETYLFOSFAAT;DIETHANOLAMINECETYLPHOSPHATE;NA, toedienweg 0;;;;Yes;Laura N;30/11/2023
DIETHYLAMINE;DIETHYLAMINE;NA, toedienweg 0;;;;Yes;Laura N;30/11/2023
HEXYLEENGLYCOL;HEXYLENE GLYCOL;NA, toedienweg 0;;;;Yes;Laura N;30/11/2023
IMIDUREUM;IMIDUREA;NA, toedienweg 0;;;;Yes;Laura N;30/11/2023
LAVENDEL OLIE;LAVENDER OIL;NA, toedienweg 0;;;;Yes;Laura N;30/11/2023
MACROGOL(20)CETOSTEARYLETHER;MACROGOL(20)CETOSTEARYL ETHER;NA, toedienweg 0;;;;Yes;Laura N;30/11/2023
MACROGOL(25)CETOSTEARYLETHER;MACROGOL(25)CETOSTEARYL ETHER;NA, toedienweg 0;;;;Yes;Laura N;30/11/2023
MACROGOL(N)CETOSTEARYLETHER;MACROGOL(N)CETOSTEARYL ETHER;NA, toedienweg 0;;;;Yes;Laura N;30/11/2023
OLEYLALCOHOL;OLEYL ALCOHOL;NA, toedienweg 0;;;;Yes;Laura N;30/11/2023
PROPYLEENGLYCOLMONOSTEARAAT;PROPYLENE GLYCOL MONOSTEARATE;NA, toedienweg 0;;;;Yes;Laura N;30/11/2023
ROZEN OLIE, KUNSTMATIG;ROSE OIL, ARTIFICIAL;NA, toedienweg 0;;;;Yes;Laura N;30/11/2023
SILICONENPOLYESTER;SILICONE POLYESTER;NA, toedienweg 0;;;;Yes;Laura N;30/11/2023
SORBITANSESQUIOLEAAT;SORBITAN SESQUIOLEATE;NA, toedienweg 0;;;;Yes;Laura N;30/11/2023
ACETON;ACETONE;Ketone;;;;Yes;Laura N;25/07/2023
ACRYLAMIDECOPOLYMEREN;ACRYLAMIDE COPOLYMERS;Polymeer;;Transdermal;;Yes;Laura N;25/07/2023
ALLANTOINE;ALLANTOIN;Organic compound: diureide;Anti-irritant and soothing;Topical;;Yes;Samir;11/08/2023
ALOE VERA GEL;ALOE VERA GEL;Mixed;;Oral/topical;Unknown;Yes;Samir;11/08/2023
ALUMINIUMAMINOACETAAT;ALUMINUM AMINO ACETATE;Unknown;Unkown;Topical;;Yes;Gulcan;15/08/2023
BASISCREME;Base CREAM;NA, toedienweg 0;;;;Yes;Laura N;30/11/2023
BEMOTRIZINOL;BEMOTRIZINOL;NA, toedienweg 0;;;;Yes;Laura N;30/11/2023
BENZALKONIUM BROMIDE;BENZALKONIUM BROMIDE;NA, toedienweg 0;;;;Yes;Laura N;30/11/2023
BERGAMOT OLIE;BERGAMOT OIL;NA, toedienweg 0;;;;Yes;Laura N;30/11/2023
BRONOPOL;BRONOPOL;NA, toedienweg 0;;;;Yes;Laura N;30/11/2023
BUTYLACETAAT;BUTYLACETATE;NA, toedienweg 0;;;;Yes;Laura N;30/11/2023
CANADA BALSEM;CANADA BALSEM;NA, toedienweg 0;;;;Yes;Laura N;30/11/2023
CARBOMEER 1382;CARBOMEER 1382;NA, toedienweg 0;;;;Yes;Laura N;30/11/2023
CHLOORALLYLHEXAMINIUM CHLORIDE;CHLORALLYLHEXAMINIUM CHLORIDE;NA, toedienweg 0;;;;Yes;Laura N;30/11/2023
CHLOORXYLENOL;CHLOROXYLENOL;NA, toedienweg 0;;;;Yes;Laura N;30/11/2023
CHLOROFORM;CHLOROFORM;NA, toedienweg 0;;;;Yes;Laura N;30/11/2023
COCOAMIDOPROPYLBETAINE;COCAMIDOPROPYL BETAINE;NA, toedienweg 0;;;;Yes;Laura N;30/11/2023
COCOBETAINE;COCOBETAINE;NA, toedienweg 0;;;;Yes;Laura N;30/11/2023
CYCLOMETHICON;CYCLOMETHICON;NA, toedienweg 0;;;;Yes;Laura N;30/11/2023
DDAIP HYDROCHLORIDE;DDAIP HYDROCHLORIDE;NA, toedienweg 0;;;;Yes;Laura N;30/11/2023
DENATONIUM BENZOAAT-1-WATER;DENATONIUM BENZOATE-1-WATER;NA, toedienweg 0;;;;Yes;Laura N;30/11/2023
DENNENAALD OLIE;PINE NEEDLE OIL;NA, toedienweg 0;;;;Yes;Laura N;30/11/2023
DIBUTYLADIPAAT;DIBUTYL ADIPATE;NA, toedienweg 0;;;;Yes;Laura N;30/11/2023
DIISOPROPYLSEBACAAT;DIISOPROPYLSEBACATE;NA, toedienweg 0;;;;Yes;Laura N;30/11/2023
DIMETHYLETHER;DIMETHYLETHER;NA, toedienweg 0;;;;Yes;Laura N;30/11/2023
DIMETICONCOPOLYMEER;DIMETICON COPOLYMER;NA, toedienweg 0;;;;Yes;Laura N;30/11/2023
DINATRIUMLAURYLSULFOSUCCINAAT;DISODIUM LAURYL SULFOSUCCINATE;NA, toedienweg 0;;;;Yes;Laura N;30/11/2023
DINATRIUMMONOLAURETHSULFOSUCCINAAT;DISODIUM MONOLAURYLSULFOSUCCINATE;NA, toedienweg 0;;;;Yes;Laura N;30/11/2023
EMPIGEN BB;EMPIGEN BB;NA, toedienweg 0;;;;Yes;Laura N;30/11/2023
ETHER;ETHER;NA, toedienweg 0;;;;Yes;Laura N;30/11/2023
EUCERINE;EUCERINE;NA, toedienweg 0;;;;Yes;Laura N;30/11/2023
FENYLKWIK(II)NITRAAT;PHENYLMERCURY(II)NITRATE;NA, toedienweg 0;;;;Yes;Laura N;30/11/2023
FLUORESCEINE DINATRIUM;FLUORESCEIN DISODIUM;NA, toedienweg 0;;;;Yes;Laura N;30/11/2023
GEURSTOF, GEUR ONBEKEND;ODORANT, ODOR UNKNOWN;NA, toedienweg 0;;;;Yes;Laura N;30/11/2023
GLYCEROLPOLYETHYLEENGLYCOLOXYSTEARAAT;Glycerol-Polyethylene Glycol Oxystearate;NA, toedienweg 0;;;;Yes;Laura N;30/11/2023
GLYCERYLMONOLAURAAT;GLYCERYL MONOLAURATE;NA, toedienweg 0;;;;Yes;Laura N;30/11/2023
GLYCERYLMONOMYRISTAAT;GLYCERYL MYRISTATE;NA, toedienweg 0;;;;Yes;Laura N;30/11/2023
GLYCERYLMONORICINOLAAT;Glyceryl monoricinoleate;NA, toedienweg 0;;;;Yes;Laura N;30/11/2023
GLYCERYLMONOSTEARAAT + MACROGOLSTEARAAT;GLYCERYL MONOSTEARATE + MACROGOLSTEARATE;NA, toedienweg 0;;;;Yes;Laura N;30/11/2023
GLYCOLSALICYLAAT;GLYCOL SALICYLATE;NA, toedienweg 0;;;;Yes;Laura N;30/11/2023
HARSESTER;RESIN ETHER;NA, toedienweg 0;;;;Yes;Laura N;30/11/2023
INVERTSUIKER;INVERT SUGAR;NA, toedienweg 0;;;;Yes;Laura N;30/11/2023
IRGANOX 1010;IRGANOX 1010;NA, toedienweg 0;;;;Yes;Laura N;30/11/2023
ISOFTAALZUUR;ISOPHTHALIC ACID;NA, toedienweg 0;;;;Yes;Laura N;30/11/2023
ISO-OCTYLACRYLAATACRYLAMIDECOPOLYMEER;ISO-OCTYL ACRYLATE ACRYLAMIDE COPOLYMER;NA, toedienweg 0;;;;Yes;Laura N;30/11/2023
ISOPROPYLISOSTEARAAT;ISOPROPYL ISOSTEARATE;NA, toedienweg 0;;;;Yes;Laura N;30/11/2023
ISOPROPYLPALMITAAT;ISOPROPYL PALMITATE;NA, toedienweg 0;;;;Yes;Laura N;30/11/2023
KALIUMCITRAAT 0-WATER;POTASSIUM CITRATE 0-WATER;NA, toedienweg 0;;;;Yes;Laura N;30/11/2023
KALIUMJODIDE;POTASSIUM IODIDE;NA, toedienweg 0;;;;Yes;Laura N;30/11/2023
KALIUMNITRAAT;POTASSIUM NITRATE;NA, toedienweg 0;;;;Yes;Laura N;30/11/2023
KOKOSVETZUURDIETHANOLAMIDE;COCONUT FATTY ACID DIETHANOLAMIDE;NA, toedienweg 0;;;;Yes;Laura N;30/11/2023
LAURAMINEOXIDE;LAURAMINE OXIDE;NA, toedienweg 0;;;;Yes;Laura N;30/11/2023
LAURDIMONIUM PROTEINEHYDROLYSAAT, DIERLIJK;LAURDIMONIUM PROTEIN HYDROLYSATE, ANIMAL;NA, toedienweg 0;;;;Yes;Laura N;30/11/2023
LAURETH 4;LAURETH 4;NA, toedienweg 0;;;;Yes;Laura N;30/11/2023
LAURINEZUURDIETHANOLAMIDE;LAURIC ACID DIETHANOLAMIDE;NA, toedienweg 0;;;;Yes;Laura N;30/11/2023
LAURINEZUURETHYLESTER;LAURIC ACID ETHYL ESTER;NA, toedienweg 0;;;;Yes;Laura N;30/11/2023
LEVULINEZUUR;LEVULIN ACID;NA, toedienweg 0;;;;Yes;Laura N;30/11/2023
MACROGOL 20;MACROGOL 20;NA, toedienweg 0;;;;Yes;Laura N;30/11/2023
MACROGOL(10)STEARYLETHER;MACROGOL(10)STEARYL ETHER;NA, toedienweg 0;;;;Yes;Laura N;30/11/2023
MACROGOL(120)METHYLGLUCOSEDIOLEAAT;MACROGOL(120)METHYLGLUCOSEDIOLEATE;NA, toedienweg 0;;;;Yes;Laura N;30/11/2023
MACROGOL(7)GLYCERYLCOCOAAT;MACROGOL(7)GLYCERYL COCOATE;NA, toedienweg 0;;;;Yes;Laura N;30/11/2023
MACROGOL(7)STEARYLETHER;MACROGOL(7)STEARYL ETHER;NA, toedienweg 0;;;;Yes;Laura N;30/11/2023
MACROGOL(N)CETYLETHER;MACROGOL(N)CETYL ETHER;NA, toedienweg 0;;;;Yes;Laura N;30/11/2023
MACROGOL-20-GLYCEROLMONOSTEARAAT;MACROGOL-20-GLYCEROL MONOSTEARATE;NA, toedienweg 0;;;;Yes;Laura N;30/11/2023
MACROGOL-5-GLYCEROLMONOSTEARAAT;MACROGOL-5-GLYCEROL MONOSTEARATE;NA, toedienweg 0;;;;Yes;Laura N;30/11/2023
MAIS OLIE;CORN OIL;NA, toedienweg 0;;;;Yes;Laura N;30/11/2023
MEA-LAURYLSULFAAT;MEA-LAURYL SULFATE;NA, toedienweg 0;;;;Yes;Laura N;30/11/2023
METHYLETHYLKETON;METHYL ETHYL KETONE;NA, toedienweg 0;;;;Yes;Laura N;30/11/2023
NATRIUMCARBONAAT 10-WATER;SODIUM CARBONATE 10-WATER;NA, toedienweg 0;;;;Yes;Laura N;30/11/2023
NATRIUMCETOSTEARYLSULFAAT;SODIUM CETOSTEARYL SULFATE;NA, toedienweg 0;;;;Yes;Laura N;30/11/2023
NATRIUMCHROMAAT;SODIUM CHROMATE;NA, toedienweg 0;;;;Yes;Laura N;30/11/2023
NATRIUMJODAAT;SODIUM IODIDE;NA, toedienweg 0;;;;Yes;Laura N;30/11/2023
NONYLFENOXYPOLYETHYLEENOXYETHANOLSULFAATAMMONIUM;NONYLPHENOXYPOLYETHYLENEOXYETHANOL SULFATE AMMONIUM;NA, toedienweg 0;;;;Yes;Laura N;30/11/2023
OCTISALAAT;OCTISALATE;NA, toedienweg 0;;;;Yes;Laura N;30/11/2023
OXYCHINOLINE;oxyquinoline;NA, toedienweg 0;;;;Yes;Laura N;30/11/2023
PENTADECALACTON;PENTADECALACTONE;NA, toedienweg 0;;;;Yes;Laura N;30/11/2023
PIJNBOOMESSENCE;PINE ESSENCE;NA, toedienweg 0;;;;Yes;Laura N;30/11/2023
POLOXAMEER 182;POLOXAMEER 182;NA, toedienweg 0;;;;Yes;Laura N;30/11/2023
POLYBUTEEN;POLYBUTEEN;NA, toedienweg 0;;;;Yes;Laura N;30/11/2023
POLYISOBUTEEN;POLYISOBUTEEN;NA, toedienweg 0;;;;Yes;Laura N;30/11/2023
POLYOXYETHYLEEN(22)CETYLSTEARYLETHER;POLYOXYETHYLENE(22)CETYLSTEARYL ETHER;NA, toedienweg 0;;;;Yes;Laura N;30/11/2023
POLYOXYETHYLEEN(30)STEARAAT;POLYOXYETHYLENE(30)STEARATE;NA, toedienweg 0;;;;Yes;Laura N;30/11/2023
POLYOXYETHYLEENCETYLETHER;POLYOXYETHYLENECETYLETHER;NA, toedienweg 0;;;;Yes;Laura N;30/11/2023
POLYOXYETHYLEENPOLYOXYPROPYLEENPOLYMEER;POLYOXYETHYLENE POLYOXYPROPYLENE POLYMER;NA, toedienweg 0;;;;Yes;Laura N;30/11/2023
POLYOXYPROPYLEEN(11)STEARYLETHER;POLYOXYPROPYLENE(11)STEARYL ETHER;NA, toedienweg 0;;;;Yes;Laura N;30/11/2023
POLYOXYPROPYLEEN(15)STEARYLETHER;POLYOXYPROPYLENE(15)STEARYL ETHER;NA, toedienweg 0;;;;Yes;Laura N;30/11/2023
POLYQUATERNIUM-10;POLYQUATERNIUM-10;NA, toedienweg 0;;;;Yes;Laura N;30/11/2023
PROTEINEHYDROLYSAAT;PROTEIN HYDROLYSATE;NA, toedienweg 0;;;;Yes;Laura N;30/11/2023
PYROXYLINE;PYROXYLINE;NA, toedienweg 0;;;;Yes;Laura N;30/11/2023
REUZEL;REUZEL;NA, toedienweg 0;;;;Yes;Laura N;30/11/2023
ROSINEGLYCEROLESTER, GEHYDROGENEERD;ROSIN GLYCEROL ESTER, HYDROGENATED;NA, toedienweg 0;;;;Yes;Laura N;30/11/2023
ROZEMARIJN OLIE;ROSEMARY OIL;NA, toedienweg 0;;;;Yes;Laura N;30/11/2023
SILICONENPOLYETHYLEENTEREFTALAAT;SILICONE POLYETHYLENE TEREPHTHALATE;NA, toedienweg 0;;;;Yes;Laura N;30/11/2023
SORBAAT NATRIUM;SORBATE SODIUM;NA, toedienweg 0;;;;Yes;Laura N;30/11/2023
SQUALAN;SQUALANE;NA, toedienweg 0;;;;Yes;Laura N;30/11/2023
STEARAAT KALIUM;STEARATE POTASSIUM;NA, toedienweg 0;;;;Yes;Laura N;30/11/2023
STEARALKONIUMCHLORIDE;STEARALKONIUM CHLORIDE;NA, toedienweg 0;;;;Yes;Laura N;30/11/2023
STYREEN-ISOPREENCOPOLYMEER;STYRENE-ISOPRENE COPOLYMER;NA, toedienweg 0;;;;Yes;Laura N;30/11/2023
TROLAMINELAURYLSULFAAT;TROLAMINE LAURYL SULFATE;NA, toedienweg 0;;;;Yes;Laura N;30/11/2023
VETZUURMACROGOLESTER;FATTY ACID MACROGOLESTER;NA, toedienweg 0;;;;Yes;Laura N;30/11/2023
WOLVET, GE-ETHOXYLEERD;WOOL GREASE, ETHOXYLATED;NA, toedienweg 0;;;;Yes;Laura N;30/11/2023
C1-ESTERASEREMMER ;C1 ESTERASE INHIBITOR (API);;;;;;;
CETIOL® HE (OUD);CETIOL® HE (OLD);;;;;;;
DEXPANTHENOL;DEXPANTHENOL;;;;;;;
KALIUMPYROSULFIET;POTASSIUM PYROSULFITE;;;;;;;
SULESOMAB ;SULESOMAB (API);;;;;;;
